agency_cd,site_no,peak_dt,peak_tm,peak_va,peak_cd,gage_ht,gage_ht_cd,year_last_pk,ag_dt,ag_tm,ag_gage_ht,ag_gage_ht_cd,peak_dateTime,ag_dateTime
USGS,06309000,1986-06-09,NA,52200,5,10.94,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1987-05-29,NA,24100,5,6.95,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1988-06-08,NA,33900,5,8.47,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1989-06-19,NA,36600,5,9.1,2,NA,1989-03-11,NA,13.06,1,NA,NA
USGS,06309000,1990-06-14,NA,35600,5,8.72,2,NA,1990-03-02,NA,10.19,1,NA,NA
USGS,06309000,1991-06-15,NA,56600,5,11.76,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1992-06-19,NA,39400,5,9.51,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1993-07-28,NA,43200,5,10.03,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1994-03-04,NA,35000,"1,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1995-06-18,NA,55700,5,11.39,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1996-06-15,NA,65700,5,12.69,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1997-06-15,NA,83300,5,14.53,2,NA,1997-02-18,NA,15.31,1,NA,NA
USGS,06309000,1998-07-06,NA,39800,5,9.19,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1999-06-24,NA,52300,5,11.18,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,2000-05-31,NA,33900,5,8.74,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,2001-06-15,NA,24100,5,7.26,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,2002-06-04,NA,44500,5,9.69,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,2003-06-04,NA,51900,5,10.63,2,NA,2003-03-16,NA,11.45,1,NA,NA
USGS,06309000,2004-06-12,NA,32200,5,8.14,2,NA,2004-02-02,NA,8.36,1,NA,NA
USGS,06309000,2005-06-26,NA,40000,"1,2,5",NA,NA,NA,2005-05-24,NA,8.97,NA,NA,NA
USGS,06309000,2006-05-24,NA,35600,5,8.89,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,2007-06-09,NA,38900,5,9.37,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,2008-06-28,NA,57700,5,11.61,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,2009-06-24,NA,52200,5,10.97,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,2010-06-08,NA,54800,5,11.21,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,2011-05-24,NA,85400,5,14.74,2,NA,2011-03-13,NA,15.14,"1,5",NA,NA
USGS,06309000,2012-06-08,NA,44400,5,10.13,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,2013-05-31,NA,42200,5,9.83,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,2014-06-01,NA,68600,5,13.01,2,NA,2014-03-09,NA,14.65,1,NA,NA
USGS,06309000,2015-06-05,NA,51000,5,10.99,1,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,2016-06-11,NA,33700,5,8.61,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,2017-06-09,NA,59300,5,11.98,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,2018-05-31,22:00,76100,5,13.8,NA,NA,NA,NA,NA,NA,2018-05-31T22:00:00Z,NA
USGS,06309000,2019-06-10,16:45,60000,5,12.06,2,NA,2019-03-20,1430,14.23,1,2019-06-10T16:45:00Z,2019-03-20T14:30:00Z
USGS,06309000,2020-06-04,11:45,57500,5,11.78,2,NA,2020-01-14,2115,12.54,1,2020-06-04T11:45:00Z,2020-01-14T21:15:00Z
USGS,06309000,2021-06-08,14:45,38900,5,9.37,NA,NA,NA,NA,NA,NA,2021-06-08T14:45:00Z,NA
USGS,06309000,2022-06-18,03:45,77700,5,13.82,NA,NA,NA,NA,NA,NA,2022-06-18T03:45:00Z,NA
USGS,06309000,2023-06-27,08:00,58500,5,11.89,NA,NA,NA,NA,NA,NA,2023-06-27T08:00:00Z,NA
USGS,06309060,1962-06-01,NA,45,NA,2.42,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1963-06-03,NA,158,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1964-06-18,NA,19,NA,1.47,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1965-07-11,NA,144,NA,4.89,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1966-03-19,NA,130,NA,4.56,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1967-06-13,NA,56,NA,2.77,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1968-06-09,NA,26,NA,1.76,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1969-07-07,NA,320,NA,7.94,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1970-07-17,NA,26,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1971-03-31,NA,32,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1972-03-15,NA,29,NA,5.17,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1973-04-20,NA,20,NA,1.48,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1974-05-20,NA,60,NA,2.96,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1975-08-14,NA,74,NA,3.31,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1976-07-10,NA,30,NA,1.93,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1977-06-14,NA,3,NA,1.14,1,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1978-05-18,NA,58,NA,2.83,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1979-05-06,NA,16,NA,1.28,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1980-06-15,NA,80,NA,4.31,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1981-08-03,NA,105,NA,4.67,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1982-06-29,NA,50,NA,4.02,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1983-06-11,NA,5,NA,2.31,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1984-05-27,NA,7,NA,2.48,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1985-09-19,NA,50,NA,3.99,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1986-09-25,NA,64,NA,4.25,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1987-08-14,NA,30,NA,3.53,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1988-09-28,NA,16,NA,3.01,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1989-04-27,NA,53,NA,4.04,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1990-07-10,NA,33,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309060,1991-06-25,NA,183,NA,9.24,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,NA,NA,1630,"7,Bm",8.73,Bm,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,NA,NA,12,Bm,2.29,Bm,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1975-05-06,NA,1040,NA,8.27,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1976-06-14,NA,300,NA,6.85,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1977-09-30,NA,30,NA,3.11,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1978-05-19,NA,860,NA,8.04,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1979-03-15,NA,20,NA,2.48,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1980-06-15,NA,16,NA,2.51,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1980-10-20,NA,55,NA,4.72,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1982-07-25,NA,580,NA,7.72,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1983-06-11,NA,17,NA,2.68,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1984-05-27,NA,39,NA,3.94,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1985-09-19,NA,148,NA,6.43,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1986-07-26,NA,1250,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1987-05-27,NA,92,NA,6.07,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1988-02-28,NA,11,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1989-04-27,NA,70,NA,6.35,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1990-07-10,NA,17,NA,2.71,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1991-06-25,NA,1750,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1992-07-05,NA,50,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1993-08-06,NA,1650,NA,8.75,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1994-03-03,NA,550,NA,7.56,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1995-06-21,NA,46,NA,4.32,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1996-03-11,NA,74,NA,7.05,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1997-07-17,NA,67,NA,5.99,2,NA,1997-01-01,NA,7.54,NA,NA,NA
USGS,06309078,1998-07-04,NA,60,NA,5.25,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,1999-03-26,NA,41,NA,4.04,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,2000-07-11,NA,16,NA,2.61,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,2001-07-31,NA,1880,NA,8.95,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309078,2002-07-31,NA,72,NA,6.77,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1962-07-14,NA,828,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1963-06-05,NA,2420,NA,16.77,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1964-08-29,NA,1830,NA,13.83,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1965-07-11,NA,1300,NA,10.79,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1966-06-03,NA,260,NA,3.61,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1967-06-12,NA,300,NA,3.93,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1968-06-09,NA,700,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1969-04-26,NA,550,NA,5.91,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1970-07-14,NA,550,NA,5.89,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1971-06-09,NA,200,NA,3.02,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1972-06-09,NA,2430,NA,16.78,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1973-04-20,NA,1300,NA,10.7,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1974-05-29,NA,250,NA,3.58,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1975-05-05,NA,760,NA,7.45,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1976-07-08,NA,250,NA,3.68,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1977-02-18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1978-03-21,NA,650,NA,6.48,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1979-07-25,NA,30,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1980-07-13,NA,54,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1981-08-03,NA,280,NA,4.27,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1982-02-16,NA,140,NA,2.72,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1983-05-12,NA,108,NA,2.26,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1984-08-02,NA,162,NA,2.96,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1985-09-02,NA,200,NA,3.37,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1986-02-25,NA,440,NA,5.55,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1987-08-14,NA,450,NA,5.65,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1988-08-12,NA,370,NA,5.03,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1989-03-10,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1990-03-11,NA,50,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1991-06-25,NA,3490,NA,23.14,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1992-07-05,NA,530,NA,11.35,6,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1993-08-06,NA,1180,NA,15.33,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1994-03-02,NA,760,NA,12.81,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1995-05-13,NA,171,NA,8.19,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1996-07-20,NA,266,NA,9.16,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1997-07-17,NA,530,NA,11.35,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1998-09-19,NA,356,NA,9.97,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,1998-10-11,NA,238,NA,8.89,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,2000-07-11,NA,450,NA,10.76,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,2001-07-18,NA,3500,NA,30.22,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,2002-08-21,NA,313,NA,9.61,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,2003-03-20,NA,280,NA,9.31,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,2004-05-23,NA,179,NA,8.27,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,2005-06-20,NA,815,NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,2006-03-30,NA,253,NA,9.03,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,2007-06-07,NA,2000,NA,19.75,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,2008-05-04,NA,150,NA,7.94,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,2009-05-04,NA,201,NA,8.51,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,2010-07-21,NA,1050,NA,14.55,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,2011-05-10,NA,960,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,2012-05-26,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,2013-09-09,NA,882,NA,13.52,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,2014-06-27,NA,726,NA,12.58,2,NA,2014-03-10,NA,14.2,1,NA,NA
USGS,06309080,2015-05-30,NA,201,NA,8.51,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,2016-09-24,NA,181,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309080,NA,NA,87.9,"4,Bm",7.11,"4,Bm",NA,NA,NA,NA,NA,NA,NA
USGS,06309080,2018-06-22,13:05,726,NA,12.58,NA,NA,NA,NA,NA,NA,2018-06-22T13:05:00Z,NA
USGS,06309080,2019-07-08,NA,223,NA,8.74,2,NA,2019-03-20,NA,9.72,1,NA,NA
USGS,06309080,2020-06-30,13:00,266,NA,9.17,NA,NA,NA,NA,NA,NA,2020-06-30T13:00:00Z,NA
USGS,06309080,2021-04-26,13:00,270,NA,9.21,NA,NA,NA,NA,NA,NA,2021-04-26T13:00:00Z,NA
USGS,06309080,2022-04-23,13:00,294,NA,9.44,NA,NA,NA,NA,NA,NA,2022-04-23T13:00:00Z,NA
USGS,06309080,2023-08-22,13:00,587,NA,11.73,NA,NA,NA,NA,NA,NA,2023-08-22T13:00:00Z,NA
USGS,06312500,1934-06-06,NA,2160,6,8.84,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1935-05-31,NA,1040,6,5.92,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1938-05-01,NA,1140,6,6.2,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1939-06-01,NA,974,6,5.62,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1940-09-30,NA,1130,6,6.2,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1941-08-11,NA,5230,6,12.57,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1942-04-15,NA,1730,6,7.92,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1943-06-12,NA,1690,6,7.8,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1944-05-19,NA,3860,6,11.15,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1945-06-11,NA,1940,6,8.09,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1946-07-02,NA,2000,6,8.22,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1947-05-06,NA,3280,6,9.57,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1948-05-21,NA,1360,6,NA,NA,NA,1948-02-18,NA,6.27,1,NA,NA
USGS,06312500,1949-04-30,NA,614,6,3.66,2,NA,1949-02-25,NA,5.47,1,NA,NA
USGS,06312500,1950-05-18,NA,1570,6,6.34,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1951-09-07,NA,2060,6,7.57,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1952-05-22,NA,1100,6,5.1,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1953-06-06,NA,1290,6,5.65,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1954-05-11,NA,461,6,3.34,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1955-05-15,NA,1210,6,5.63,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1956-05-10,NA,402,6,3.23,2,NA,1956-03-04,NA,3.59,1,NA,NA
USGS,06312500,1957-06-21,NA,980,6,5.07,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1958-05-13,NA,1160,6,5.35,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1959-05-17,NA,842,6,4.65,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1960-04-24,NA,389,6,3.19,2,NA,1960-03-09,NA,4.66,1,NA,NA
USGS,06312500,1961-05-25,NA,839,6,4.66,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1962-06-01,NA,2800,6,9.3,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1963-06-15,NA,1270,6,5.98,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1964-06-22,NA,4500,6,12.16,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1965-06-15,NA,1460,6,6.21,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1966-05-08,NA,772,6,4.4,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1967-06-15,NA,1490,6,7.23,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1968-06-09,NA,2060,6,8.75,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1969-04-24,NA,1020,6,5,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1970-05-25,NA,1760,6,6.71,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1971-05-30,NA,2290,6,7.78,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,NA,NA,4200,"6,7,Bd",11.32,Bd,NA,NA,NA,NA,NA,NA,NA
USGS,06312500,1979-05-17,NA,965,6,4.01,2,NA,1979-03-07,NA,4.33,1,NA,NA
USGS,06312500,1980-08-15,NA,987,6,4.03,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1938-07-26,NA,12400,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1939-06-01,NA,2810,NA,5.08,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1940-04-18,NA,957,NA,3.88,6,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1950-05-09,NA,450,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1951-09-07,NA,4380,NA,5.05,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1952-05-22,NA,14400,NA,7.87,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1953-07-18,NA,2720,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1954-07-17,NA,12100,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1955-07-23,NA,3920,NA,4.28,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1956-03-19,NA,2550,NA,3.6,6,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1957-07-19,NA,558,NA,2.84,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1958-07-25,NA,1090,NA,3.77,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1959-09-24,NA,795,NA,3.21,2,NA,1959-03-02,NA,4.66,1,NA,NA
USGS,06313000,1960-06-10,NA,880,NA,3.76,2,NA,1960-03-10,NA,5.98,1,NA,NA
USGS,06313000,1961-07-08,NA,2000,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1962-05-22,NA,35500,NA,13.17,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1963-09-22,NA,12000,NA,7.35,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1964-05-30,NA,1980,NA,3.93,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1965-07-09,NA,850,NA,3.09,2,NA,1965-02-20,NA,3.64,1,NA,NA
USGS,06313000,1966-09-02,NA,4090,NA,5.28,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1967-06-15,NA,16100,NA,10.1,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1968-06-06,NA,3090,NA,4.68,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1969-04-09,NA,504,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1979-08-20,NA,804,NA,7.06,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1980-05-25,NA,8310,NA,12.69,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1983-08-05,NA,3570,NA,6.72,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313000,1984-05-03,NA,1220,NA,5.28,2,NA,1984-03-14,NA,6.35,1,NA,NA
USGS,06313100,1961-07-07,NA,223,NA,6.41,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1962-05-21,NA,1050,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1963-07-09,NA,1880,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1964-06-22,NA,2620,NA,13.4,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1965-07-24,NA,337,NA,7.11,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1966-06-05,NA,805,NA,9.13,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1967-09-18,NA,1020,NA,9.79,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1968-08-23,NA,640,NA,8.55,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1969-07-20,NA,24,NA,4.66,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1970-07-23,NA,1650,NA,11.49,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,NA,NA,20,Bd,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1972-08-24,NA,1300,NA,10.62,2,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1973-09-02,NA,308,NA,6.95,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,NA,NA,173,"4,Bd",NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1975-05-21,NA,43,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1976-05-30,NA,340,NA,7.12,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1977-08-07,NA,1700,NA,12.18,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1978-07-07,NA,580,NA,8.29,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1979-07-30,NA,350,NA,7.19,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1980-07-23,NA,1430,NA,10.93,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1981-07-17,NA,2900,NA,14.93,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1982-08-02,NA,6380,NA,18.63,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1983-07-23,NA,660,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313100,1984-07-30,NA,190,NA,6.19,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313500,1938-07-26,NA,9390,5,7.41,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313500,1939-06-01,NA,3630,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313500,1940-04-19,NA,1610,5,4.47,6,NA,NA,NA,NA,NA,NA,NA
USGS,06313500,1950-05-18,NA,1680,5,5.42,2,NA,1950-02-08,NA,6.3,1,NA,NA
USGS,06313500,1951-09-07,NA,5270,5,7,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313500,1952-05-23,NA,32500,5,12.6,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313500,1953-08-03,NA,2080,5,4.94,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313500,1954-07-17,NA,8680,5,7.66,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313500,1955-06-17,NA,16600,5,9.5,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313500,1956-05-28,NA,1660,5,5.45,2,NA,1956-03-04,NA,6.06,1,NA,NA
USGS,06313500,1957-06-11,NA,2400,5,5.75,6,NA,NA,NA,NA,NA,NA,NA
USGS,06313500,1978-05-19,NA,24000,5,15.14,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313500,1979-05-17,NA,1040,5,4.38,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313500,1980-05-28,NA,5760,5,7.24,2,NA,1980-02-21,NA,8.18,1,NA,NA
USGS,06313500,1981-07-27,NA,3720,5,6.2,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313500,1982-06-24,NA,5590,5,7.38,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06313500,1983-08-05,NA,2990,5,6.18,NA,NA,NA,NA,NA,NA,NA,NA
